2023-02-17 17:19:40 startup archives install
2023-02-17 17:23:05 install libisns0:amd64 <none> 0.101-0ubuntu2
2023-02-17 17:23:05 status half-installed libisns0:amd64 0.101-0ubuntu2
2023-02-17 17:23:05 status unpacked libisns0:amd64 0.101-0ubuntu2
2023-02-17 17:23:05 install libopeniscsiusr:amd64 <none> 2.1.5-1ubuntu1
2023-02-17 17:23:05 status half-installed libopeniscsiusr:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:05 status unpacked libopeniscsiusr:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:05 install udev:amd64 <none> 249.11-0ubuntu3.6
2023-02-17 17:23:05 status half-installed udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:05 status unpacked udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:05 install open-iscsi:amd64 <none> 2.1.5-1ubuntu1
2023-02-17 17:23:05 status half-installed open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:05 status unpacked open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:05 install libcbor0.8:amd64 <none> 0.8.0-2ubuntu1
2023-02-17 17:23:05 status half-installed libcbor0.8:amd64 0.8.0-2ubuntu1
2023-02-17 17:23:05 status unpacked libcbor0.8:amd64 0.8.0-2ubuntu1
2023-02-17 17:23:05 install libfido2-1:amd64 <none> 1.10.0-1
2023-02-17 17:23:05 status half-installed libfido2-1:amd64 1.10.0-1
2023-02-17 17:23:05 status unpacked libfido2-1:amd64 1.10.0-1
2023-02-17 17:23:05 install openssh-client:amd64 <none> 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status half-installed openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 install openssh-sftp-server:amd64 <none> 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status half-installed openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status unpacked openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 install ucf:all <none> 3.0043
2023-02-17 17:23:05 status half-installed ucf:all 3.0043
2023-02-17 17:23:05 status unpacked ucf:all 3.0043
2023-02-17 17:23:05 install libwrap0:amd64 <none> 7.6.q-31build2
2023-02-17 17:23:05 status half-installed libwrap0:amd64 7.6.q-31build2
2023-02-17 17:23:05 status unpacked libwrap0:amd64 7.6.q-31build2
2023-02-17 17:23:05 install openssh-server:amd64 <none> 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status half-installed openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 status unpacked openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:05 install perl-modules-5.34:all <none> 5.34.0-3ubuntu1.1
2023-02-17 17:23:05 status half-installed perl-modules-5.34:all 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 status unpacked perl-modules-5.34:all 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 install libgdbm6:amd64 <none> 1.23-1
2023-02-17 17:23:06 status half-installed libgdbm6:amd64 1.23-1
2023-02-17 17:23:06 status unpacked libgdbm6:amd64 1.23-1
2023-02-17 17:23:06 install libgdbm-compat4:amd64 <none> 1.23-1
2023-02-17 17:23:06 status half-installed libgdbm-compat4:amd64 1.23-1
2023-02-17 17:23:06 status unpacked libgdbm-compat4:amd64 1.23-1
2023-02-17 17:23:06 install libperl5.34:amd64 <none> 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 status half-installed libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 status unpacked libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 install perl:amd64 <none> 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 status half-installed perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 status unpacked perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:06 install libdrm-common:all <none> 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 status half-installed libdrm-common:all 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 status unpacked libdrm-common:all 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 install libdrm2:amd64 <none> 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 status half-installed libdrm2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 status unpacked libdrm2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-17 17:23:06 install pci.ids:all <none> 0.0~2022.01.22-1
2023-02-17 17:23:06 status half-installed pci.ids:all 0.0~2022.01.22-1
2023-02-17 17:23:06 status unpacked pci.ids:all 0.0~2022.01.22-1
2023-02-17 17:23:06 install libpci3:amd64 <none> 1:3.7.0-6
2023-02-17 17:23:06 status half-installed libpci3:amd64 1:3.7.0-6
2023-02-17 17:23:06 status unpacked libpci3:amd64 1:3.7.0-6
2023-02-17 17:23:06 install python-apt-common:all <none> 2.4.0ubuntu1
2023-02-17 17:23:06 status half-installed python-apt-common:all 2.4.0ubuntu1
2023-02-17 17:23:06 status unpacked python-apt-common:all 2.4.0ubuntu1
2023-02-17 17:23:06 install distro-info-data:all <none> 0.52ubuntu0.2
2023-02-17 17:23:06 status half-installed distro-info-data:all 0.52ubuntu0.2
2023-02-17 17:23:06 status unpacked distro-info-data:all 0.52ubuntu0.2
2023-02-17 17:23:06 install python3-apt:amd64 <none> 2.4.0ubuntu1
2023-02-17 17:23:06 status half-installed python3-apt:amd64 2.4.0ubuntu1
2023-02-17 17:23:06 status unpacked python3-apt:amd64 2.4.0ubuntu1
2023-02-17 17:23:06 install python3-xkit:all <none> 0.5.0ubuntu5
2023-02-17 17:23:06 status half-installed python3-xkit:all 0.5.0ubuntu5
2023-02-17 17:23:06 status unpacked python3-xkit:all 0.5.0ubuntu5
2023-02-17 17:23:06 install python3-colorama:all <none> 0.4.4-1
2023-02-17 17:23:06 status half-installed python3-colorama:all 0.4.4-1
2023-02-17 17:23:06 status unpacked python3-colorama:all 0.4.4-1
2023-02-17 17:23:06 install python3-more-itertools:all <none> 8.10.0-2
2023-02-17 17:23:06 status half-installed python3-more-itertools:all 8.10.0-2
2023-02-17 17:23:06 status unpacked python3-more-itertools:all 8.10.0-2
2023-02-17 17:23:06 install python3-zipp:all <none> 1.0.0-3
2023-02-17 17:23:06 status half-installed python3-zipp:all 1.0.0-3
2023-02-17 17:23:06 status unpacked python3-zipp:all 1.0.0-3
2023-02-17 17:23:06 install python3-importlib-metadata:all <none> 4.6.4-1
2023-02-17 17:23:06 status half-installed python3-importlib-metadata:all 4.6.4-1
2023-02-17 17:23:06 status unpacked python3-importlib-metadata:all 4.6.4-1
2023-02-17 17:23:06 install python3-click:all <none> 8.0.3-1
2023-02-17 17:23:06 status half-installed python3-click:all 8.0.3-1
2023-02-17 17:23:06 status unpacked python3-click:all 8.0.3-1
2023-02-17 17:23:06 install pciutils:amd64 <none> 1:3.7.0-6
2023-02-17 17:23:06 status half-installed pciutils:amd64 1:3.7.0-6
2023-02-17 17:23:06 status unpacked pciutils:amd64 1:3.7.0-6
2023-02-17 17:23:06 install libusb-1.0-0:amd64 <none> 2:1.0.25-1ubuntu2
2023-02-17 17:23:06 status half-installed libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2023-02-17 17:23:06 status unpacked libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2023-02-17 17:23:06 install usbutils:amd64 <none> 1:014-1build1
2023-02-17 17:23:06 status half-installed usbutils:amd64 1:014-1build1
2023-02-17 17:23:06 status unpacked usbutils:amd64 1:014-1build1
2023-02-17 17:23:06 install kmod:amd64 <none> 29-1ubuntu1
2023-02-17 17:23:06 status half-installed kmod:amd64 29-1ubuntu1
2023-02-17 17:23:06 status unpacked kmod:amd64 29-1ubuntu1
2023-02-17 17:23:06 install ubuntu-drivers-common:amd64 <none> 1:0.9.6.1
2023-02-17 17:23:06 status half-installed ubuntu-drivers-common:amd64 1:0.9.6.1
2023-02-17 17:23:06 status unpacked ubuntu-drivers-common:amd64 1:0.9.6.1
2023-02-17 17:23:06 install openssl:amd64 <none> 3.0.2-0ubuntu1.8
2023-02-17 17:23:06 status half-installed openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:06 status unpacked openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:06 install ca-certificates:all <none> 20211016ubuntu0.22.04.1
2023-02-17 17:23:06 status half-installed ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:06 status unpacked ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:06 install libdbus-1-3:amd64 <none> 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 status half-installed libdbus-1-3:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 status unpacked libdbus-1-3:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 install dbus:amd64 <none> 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 status half-installed dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 status unpacked dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:06 install libglib2.0-0:amd64 <none> 2.72.4-0ubuntu1
2023-02-17 17:23:06 status half-installed libglib2.0-0:amd64 2.72.4-0ubuntu1
2023-02-17 17:23:06 status unpacked libglib2.0-0:amd64 2.72.4-0ubuntu1
2023-02-17 17:23:06 install libgirepository-1.0-1:amd64 <none> 1.72.0-1
2023-02-17 17:23:06 status half-installed libgirepository-1.0-1:amd64 1.72.0-1
2023-02-17 17:23:06 status unpacked libgirepository-1.0-1:amd64 1.72.0-1
2023-02-17 17:23:07 install gir1.2-glib-2.0:amd64 <none> 1.72.0-1
2023-02-17 17:23:07 status half-installed gir1.2-glib-2.0:amd64 1.72.0-1
2023-02-17 17:23:07 status unpacked gir1.2-glib-2.0:amd64 1.72.0-1
2023-02-17 17:23:07 install libelf1:amd64 <none> 0.186-1build1
2023-02-17 17:23:07 status half-installed libelf1:amd64 0.186-1build1
2023-02-17 17:23:07 status unpacked libelf1:amd64 0.186-1build1
2023-02-17 17:23:07 install libbpf0:amd64 <none> 1:0.5.0-1ubuntu22.04.1
2023-02-17 17:23:07 status half-installed libbpf0:amd64 1:0.5.0-1ubuntu22.04.1
2023-02-17 17:23:07 status unpacked libbpf0:amd64 1:0.5.0-1ubuntu22.04.1
2023-02-17 17:23:07 install libmnl0:amd64 <none> 1.0.4-3build2
2023-02-17 17:23:07 status half-installed libmnl0:amd64 1.0.4-3build2
2023-02-17 17:23:07 status unpacked libmnl0:amd64 1.0.4-3build2
2023-02-17 17:23:07 install libxtables12:amd64 <none> 1.8.7-1ubuntu5
2023-02-17 17:23:07 status half-installed libxtables12:amd64 1.8.7-1ubuntu5
2023-02-17 17:23:07 status unpacked libxtables12:amd64 1.8.7-1ubuntu5
2023-02-17 17:23:07 install libcap2-bin:amd64 <none> 1:2.44-1build3
2023-02-17 17:23:07 status half-installed libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:07 status unpacked libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:07 install iproute2:amd64 <none> 5.15.0-1ubuntu2
2023-02-17 17:23:07 status half-installed iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:07 status unpacked iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:07 install libisc-export1105:amd64 <none> 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 status half-installed libisc-export1105:amd64 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 status unpacked libisc-export1105:amd64 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 install libdns-export1110:amd64 <none> 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 status half-installed libdns-export1110:amd64 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 status unpacked libdns-export1110:amd64 1:9.11.19+dfsg-2.1ubuntu3
2023-02-17 17:23:07 install isc-dhcp-client:amd64 <none> 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 status half-installed isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 status unpacked isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 install isc-dhcp-common:amd64 <none> 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 status half-installed isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 status unpacked isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:07 install iso-codes:all <none> 4.9.0-1
2023-02-17 17:23:07 status half-installed iso-codes:all 4.9.0-1
2023-02-17 17:23:07 status unpacked iso-codes:all 4.9.0-1
2023-02-17 17:23:07 install libatm1:amd64 <none> 1:2.5.1-4build2
2023-02-17 17:23:07 status half-installed libatm1:amd64 1:2.5.1-4build2
2023-02-17 17:23:07 status unpacked libatm1:amd64 1:2.5.1-4build2
2023-02-17 17:23:07 install libglib2.0-data:all <none> 2.72.4-0ubuntu1
2023-02-17 17:23:07 status half-installed libglib2.0-data:all 2.72.4-0ubuntu1
2023-02-17 17:23:07 status unpacked libglib2.0-data:all 2.72.4-0ubuntu1
2023-02-17 17:23:07 install libicu70:amd64 <none> 70.1-2
2023-02-17 17:23:07 status half-installed libicu70:amd64 70.1-2
2023-02-17 17:23:07 status unpacked libicu70:amd64 70.1-2
2023-02-17 17:23:07 install libyaml-0-2:amd64 <none> 0.2.2-1build2
2023-02-17 17:23:07 status half-installed libyaml-0-2:amd64 0.2.2-1build2
2023-02-17 17:23:07 status unpacked libyaml-0-2:amd64 0.2.2-1build2
2023-02-17 17:23:07 install libnetplan0:amd64 <none> 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 status half-installed libnetplan0:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 status unpacked libnetplan0:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 install libnss-systemd:amd64 <none> 249.11-0ubuntu3.6
2023-02-17 17:23:07 status half-installed libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:07 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:07 install libpam-cap:amd64 <none> 1:2.44-1build3
2023-02-17 17:23:07 status half-installed libpam-cap:amd64 1:2.44-1build3
2023-02-17 17:23:07 status unpacked libpam-cap:amd64 1:2.44-1build3
2023-02-17 17:23:07 install libpam-systemd:amd64 <none> 249.11-0ubuntu3.6
2023-02-17 17:23:07 status half-installed libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:07 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:07 install libpopt0:amd64 <none> 1.18-3build1
2023-02-17 17:23:07 status half-installed libpopt0:amd64 1.18-3build1
2023-02-17 17:23:07 status unpacked libpopt0:amd64 1.18-3build1
2023-02-17 17:23:07 install libxml2:amd64 <none> 2.9.13+dfsg-1ubuntu0.2
2023-02-17 17:23:07 status half-installed libxml2:amd64 2.9.13+dfsg-1ubuntu0.2
2023-02-17 17:23:07 status unpacked libxml2:amd64 2.9.13+dfsg-1ubuntu0.2
2023-02-17 17:23:07 install lsb-release:all <none> 11.1.0ubuntu4
2023-02-17 17:23:07 status half-installed lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:07 status unpacked lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:07 install netbase:all <none> 6.3
2023-02-17 17:23:07 status half-installed netbase:all 6.3
2023-02-17 17:23:07 status unpacked netbase:all 6.3
2023-02-17 17:23:07 install python3-yaml:amd64 <none> 5.4.1-1ubuntu1
2023-02-17 17:23:07 status half-installed python3-yaml:amd64 5.4.1-1ubuntu1
2023-02-17 17:23:07 status unpacked python3-yaml:amd64 5.4.1-1ubuntu1
2023-02-17 17:23:07 install python3-netifaces:amd64 <none> 0.11.0-1build2
2023-02-17 17:23:07 status half-installed python3-netifaces:amd64 0.11.0-1build2
2023-02-17 17:23:07 status unpacked python3-netifaces:amd64 0.11.0-1build2
2023-02-17 17:23:07 install netplan.io:amd64 <none> 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 status half-installed netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 status unpacked netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:07 install python3-dbus:amd64 <none> 1.2.18-3build1
2023-02-17 17:23:07 status half-installed python3-dbus:amd64 1.2.18-3build1
2023-02-17 17:23:07 status unpacked python3-dbus:amd64 1.2.18-3build1
2023-02-17 17:23:07 install python3-gi:amd64 <none> 3.42.1-0ubuntu1
2023-02-17 17:23:07 status half-installed python3-gi:amd64 3.42.1-0ubuntu1
2023-02-17 17:23:07 status unpacked python3-gi:amd64 3.42.1-0ubuntu1
2023-02-17 17:23:07 install networkd-dispatcher:all <none> 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:07 status half-installed networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:07 status unpacked networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:07 install python3-pkg-resources:all <none> 59.6.0-1.2ubuntu0.22.04.1
2023-02-17 17:23:07 status half-installed python3-pkg-resources:all 59.6.0-1.2ubuntu0.22.04.1
2023-02-17 17:23:07 status unpacked python3-pkg-resources:all 59.6.0-1.2ubuntu0.22.04.1
2023-02-17 17:23:07 install shared-mime-info:amd64 <none> 2.1-2
2023-02-17 17:23:07 status half-installed shared-mime-info:amd64 2.1-2
2023-02-17 17:23:07 status unpacked shared-mime-info:amd64 2.1-2
2023-02-17 17:23:07 install sudo:amd64 <none> 1.9.9-1ubuntu2.2
2023-02-17 17:23:07 status half-installed sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:08 status unpacked sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:08 install systemd-timesyncd:amd64 <none> 249.11-0ubuntu3.6
2023-02-17 17:23:08 status half-installed systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:08 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:08 install tzdata:all <none> 2022g-0ubuntu0.22.04.1
2023-02-17 17:23:08 status half-installed tzdata:all 2022g-0ubuntu0.22.04.1
2023-02-17 17:23:08 status unpacked tzdata:all 2022g-0ubuntu0.22.04.1
2023-02-17 17:23:08 install xdg-user-dirs:amd64 <none> 0.17-2ubuntu4
2023-02-17 17:23:08 status half-installed xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:08 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:08 install xxd:amd64 <none> 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:08 status half-installed xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:08 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:08 install apparmor:amd64 <none> 3.0.4-2ubuntu2.1
2023-02-17 17:23:08 status half-installed apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:23:08 status unpacked apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:23:08 install cpio:amd64 <none> 2.13+dfsg-7
2023-02-17 17:23:08 status half-installed cpio:amd64 2.13+dfsg-7
2023-02-17 17:23:08 status unpacked cpio:amd64 2.13+dfsg-7
2023-02-17 17:23:08 install gettext-base:amd64 <none> 0.21-4ubuntu4
2023-02-17 17:23:08 status half-installed gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:23:08 status unpacked gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:23:08 install libuchardet0:amd64 <none> 0.0.7-1build2
2023-02-17 17:23:08 status half-installed libuchardet0:amd64 0.0.7-1build2
2023-02-17 17:23:08 status unpacked libuchardet0:amd64 0.0.7-1build2
2023-02-17 17:23:08 install groff-base:amd64 <none> 1.22.4-8build1
2023-02-17 17:23:08 status half-installed groff-base:amd64 1.22.4-8build1
2023-02-17 17:23:08 status unpacked groff-base:amd64 1.22.4-8build1
2023-02-17 17:23:08 install libnghttp2-14:amd64 <none> 1.43.0-1build3
2023-02-17 17:23:08 status half-installed libnghttp2-14:amd64 1.43.0-1build3
2023-02-17 17:23:08 status unpacked libnghttp2-14:amd64 1.43.0-1build3
2023-02-17 17:23:08 install libpng16-16:amd64 <none> 1.6.37-3build5
2023-02-17 17:23:08 status half-installed libpng16-16:amd64 1.6.37-3build5
2023-02-17 17:23:08 status unpacked libpng16-16:amd64 1.6.37-3build5
2023-02-17 17:23:08 install libplymouth5:amd64 <none> 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status half-installed libplymouth5:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status unpacked libplymouth5:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 install libpsl5:amd64 <none> 0.21.0-1.2build2
2023-02-17 17:23:08 status half-installed libpsl5:amd64 0.21.0-1.2build2
2023-02-17 17:23:08 status unpacked libpsl5:amd64 0.21.0-1.2build2
2023-02-17 17:23:08 install libxau6:amd64 <none> 1:1.0.9-1build5
2023-02-17 17:23:08 status half-installed libxau6:amd64 1:1.0.9-1build5
2023-02-17 17:23:08 status unpacked libxau6:amd64 1:1.0.9-1build5
2023-02-17 17:23:08 install libxdmcp6:amd64 <none> 1:1.1.3-0ubuntu5
2023-02-17 17:23:08 status half-installed libxdmcp6:amd64 1:1.1.3-0ubuntu5
2023-02-17 17:23:08 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu5
2023-02-17 17:23:08 install libxcb1:amd64 <none> 1.14-3ubuntu3
2023-02-17 17:23:08 status half-installed libxcb1:amd64 1.14-3ubuntu3
2023-02-17 17:23:08 status unpacked libxcb1:amd64 1.14-3ubuntu3
2023-02-17 17:23:08 install libx11-data:all <none> 2:1.7.5-1
2023-02-17 17:23:08 status half-installed libx11-data:all 2:1.7.5-1
2023-02-17 17:23:08 status unpacked libx11-data:all 2:1.7.5-1
2023-02-17 17:23:08 install libx11-6:amd64 <none> 2:1.7.5-1
2023-02-17 17:23:08 status half-installed libx11-6:amd64 2:1.7.5-1
2023-02-17 17:23:08 status unpacked libx11-6:amd64 2:1.7.5-1
2023-02-17 17:23:08 install libxext6:amd64 <none> 2:1.3.4-1build1
2023-02-17 17:23:08 status half-installed libxext6:amd64 2:1.3.4-1build1
2023-02-17 17:23:08 status unpacked libxext6:amd64 2:1.3.4-1build1
2023-02-17 17:23:08 install libxmuu1:amd64 <none> 2:1.1.3-3
2023-02-17 17:23:08 status half-installed libxmuu1:amd64 2:1.1.3-3
2023-02-17 17:23:08 status unpacked libxmuu1:amd64 2:1.1.3-3
2023-02-17 17:23:08 install plymouth:amd64 <none> 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status half-installed plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status unpacked plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 install plymouth-theme-ubuntu-text:amd64 <none> 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status half-installed plymouth-theme-ubuntu-text:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 status unpacked plymouth-theme-ubuntu-text:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:08 install publicsuffix:all <none> 20211207.1025-1
2023-02-17 17:23:08 status half-installed publicsuffix:all 20211207.1025-1
2023-02-17 17:23:08 status unpacked publicsuffix:all 20211207.1025-1
2023-02-17 17:23:08 install python3-distro-info:all <none> 1.1build1
2023-02-17 17:23:08 status half-installed python3-distro-info:all 1.1build1
2023-02-17 17:23:08 status unpacked python3-distro-info:all 1.1build1
2023-02-17 17:23:08 install python3-update-manager:all <none> 1:22.04.10
2023-02-17 17:23:08 status half-installed python3-update-manager:all 1:22.04.10
2023-02-17 17:23:08 status unpacked python3-update-manager:all 1:22.04.10
2023-02-17 17:23:08 install python3-distupgrade:all <none> 1:22.04.16
2023-02-17 17:23:08 status half-installed python3-distupgrade:all 1:22.04.16
